qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like-Picornaviridae_QID57933.1_Zebrafish_picornavirus-1	32.0	585	350	16	1776	2326	1814	2384	5.26e-66	249
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Picornaviridae_YP_009167368.1_Kobuvirus_cattle_Kagoshima-1-22-KoV_2014_JPN	33.6	464	282	13	1899	2347	17	469	1.25e-65	231
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Rayfin_LXMC34076_Wenling_banjofish_picornavirus_1_8173bp	26.4	1097	635	39	1346	2318	1299	2347	1.53e-65	247
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NP_046804_Human_parechovirus	24.7	1216	742	44	1199	2321	1015	2149	2.39e-65	246
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Rayfin_XDXMC21480_Wenling_crossorhombus_picornavirus_7790bp	25.5	1082	664	33	1346	2333	1302	2335	8.66e-64	241
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Picornaviridae_NP_740434.1_Theilovirus	30.4	473	306	13	1887	2349	1	460	1.62e-63	224
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Picornaviridae_NP_740359.1_Teschovirus_A	34.5	469	283	12	1887	2349	1	451	4.35e-63	223
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Picornaviridae_YP_009361828.1_Miniopterus_schreibersii_picornavirus_1	31.3	464	299	9	1898	2349	11	466	2.16e-62	221
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Picornaviridae_YP_009133208.1_Falcovirus_A1	25.6	1199	677	48	1241	2323	1168	2267	2.96e-62	236
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Rayfin_DSYC36136_Wuhan_sharpbelly_picornavirus_2_7965bp	21.4	2341	1469	83	186	2321	87	2262	4.22e-61	233
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Picornaviridae_YP_009508298.1_Shanbavirus_A	26.1	1049	656	40	1323	2311	1118	2107	1.16e-60	231
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Picornaviridae_YP_009026377.1_Duck_aalivirus_1	25.3	1150	690	45	1231	2317	1604	2647	1.40e-60	231
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_YP_009026377_Duck_picornavirus_GL/12	25.3	1150	690	45	1231	2317	1604	2647	1.40e-60	231
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Picornaviridae_YP_009505611.1_Bat_hepatovirus_SMG18520Minmav2014	25.3	1093	612	38	1346	2327	1274	2272	3.17e-59	226
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Rayfin_LXMC375591_Wenling_jack_mackerels_picornavirus_8084bp	24.0	1082	675	36	1346	2321	1349	2389	3.31e-59	226
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Rayfin_YXMC111438_Wenling_lepidotrigla_picornavirus_7518bp	24.1	1262	761	43	1223	2341	1046	2253	9.21e-59	225
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Picornaviridae_YP_009345896.1_Kunsagivirus_B	25.6	1041	620	39	1346	2317	1191	2146	6.81e-57	219
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Picornaviridae_YP_009513030.1_Fathead_minnow_picornavirus	23.1	1213	761	48	1231	2346	1145	2282	1.76e-53	207
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Reptile_LPSG10844_Guangdong_red-banded_snake_picornavirus_7371bp	24.2	1092	660	41	1346	2348	1255	2267	3.91e-53	206
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Rayfin_LXMC183013_Beihai_wrasse_picornavirus_5055bp	23.9	1098	697	42	1346	2346	542	1597	1.05e-52	204
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Picornaviridae_YP_008992090.1_Carp_picornavirus_1	29.8	460	280	16	1904	2330	18	467	8.79e-44	168
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Amphibia_BHNC6391_Fujian_spotted_paddle-tail_newt_picornavirus_9816bp	28.4	564	336	19	1840	2349	1792	2341	1.21e-43	175
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Picornaviridae_YP_009164966.1_Phopivirus	28.9	499	296	22	1889	2349	2	479	1.81e-41	160
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Lungfish_FZFYF120546_Western_African_lungfish_picornavirus_7332bp	27.9	655	397	25	1706	2318	1544	2165	3.37e-41	167
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Picornaviridae_YP_009666862.1_Hainan_gekko_similignum_picornavirus	26.8	508	310	18	106	589	262	731	1.01e-40	166
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Picornaviridae_NP_705605.1_Tremovirus_A	29.4	456	285	15	1889	2320	4	446	8.29e-40	155
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Picornaviridae_YP_006546269.1_Pasivirus_A1	30.7	375	237	11	1899	2265	14	373	9.64e-35	139
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Picornaviridae_YP_009508290.1_Picornavirus_HK21	30.6	304	192	5	1230	1520	1485	1782	2.42e-31	135
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009336810.1_Shahe_picorna-like_virus_13	26.4	488	280	20	1904	2321	2130	2608	6.85e-29	127
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Picornaviridae_YP_001497184.1_Seal_picornavirus_type_1	26.3	418	280	14	1897	2304	10	409	1.43e-28	121
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like-NA_ASG92543.1_Picornavirales_Q_sR_OV_036	26.4	553	312	25	1840	2311	1252	1790	6.64e-26	117
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Picornaviridae_YP_009143521.1_Ampivirus_A1	25.5	502	296	22	1904	2336	2182	2674	1.28e-25	116
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009337045.1_Hubei_picorna-like_virus_45	25.0	560	332	22	1844	2318	2605	3161	3.37e-24	111
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009336781.1_Changjiang_picorna-like_virus_13	24.2	598	331	27	1836	2338	1057	1627	4.74e-24	110
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009333607.1_Beihai_picorna-like_virus_87	25.5	662	370	30	1763	2320	1245	1887	7.62e-24	110
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009330031.1_Hubei_picorna-like_virus_46	25.1	463	296	19	1904	2320	2309	2766	1.27e-23	109
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009333432.1_Beihai_picorna-like_virus_77	22.7	573	347	25	1842	2329	1274	1835	2.54e-23	108
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009336801.1_Wenzhou_channeled_applesnail_virus_3	25.5	498	304	22	1886	2335	1071	1549	1.37e-22	106
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Reptile_GXSXC128972_Guangxi_changeable_lizard_picornavirus_1_8758bp	28.5	277	186	4	1224	1489	1236	1511	8.97e-22	103
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009333407.1_Beihai_picorna-like_virus_100	23.5	647	379	26	1774	2318	1409	2041	2.52e-21	102
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009337161.1_Hubei_picorna-like_virus_27	25.9	529	304	24	1847	2293	2453	2975	4.69e-21	101
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009336844.1_Wenzhou_picorna-like_virus_39	24.5	571	317	26	1846	2320	960	1512	1.49e-19	96.3
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Polycipiviridae_YP_009337404.1_Hubei_picorna-like_virus_81	24.2	500	284	19	1916	2343	1712	2188	2.48e-19	95.5
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009337057.1_Wenzhou_picorna-like_virus_37	22.5	600	370	26	1804	2320	1624	2211	7.33e-19	94.0
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009333513.1_Beihai_picorna-like_virus_101	25.0	595	343	24	1831	2336	890	1470	1.91e-18	92.4
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009551963.1_Cherry_virus_Trakiya	24.8	391	230	13	1981	2309	1379	1767	1.76e-17	89.4
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009333551.1_Beihai_picorna-like_virus_85	24.0	578	314	26	1834	2312	1240	1791	1.76e-17	89.4
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009553470.1_Sugar_beet_cyst_nematode_virus_1	23.4	568	337	23	1844	2325	2552	3107	9.78e-17	87.0
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009333538.1_Beihai_picorna-like_virus_123	26.5	324	197	10	2036	2326	2929	3244	1.29e-16	86.7
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	narna-levi-like_add_APG77303.1_Wenzhou_narna-like_virus_10	36.4	140	76	3	1346	1472	229	368	1.62e-16	85.5
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	narna-levi-like_add_APG77185.1_Sanxia_narna-like_virus_2	41.8	110	60	2	1348	1453	2	111	1.84e-16	84.3
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	narna-levi-like_YP_009333315.1_Beihai_narna-like_virus_18	38.3	141	75	5	1346	1474	206	346	2.85e-16	85.1
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009337438.1_Sanxia_water_strider_virus_9	25.4	398	223	19	1982	2318	2368	2752	3.69e-16	85.1
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009336539.1_Hubei_picorna-like_virus_40	23.8	711	376	38	1755	2329	2172	2852	4.85e-16	84.7
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009336994.1_Wenzhou_picorna-like_virus_28	22.1	571	348	23	1840	2326	1323	1880	5.88e-16	84.3
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	narna-levi-like_QIS87985.1_Ui-te-Rangiora_virus	35.9	145	80	4	1343	1474	392	536	6.73e-16	84.0
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009333499.1_Beihai_picorna-like_virus_80	28.1	366	209	18	1981	2295	1267	1629	9.67e-16	83.6
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009333502.1_Beihai_picorna-like_virus_81	26.1	352	217	15	1979	2293	1080	1425	1.23e-15	83.2
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_APG78512.1_Wenzhou_picorna-like_virus_34	26.7	461	271	23	1904	2311	1277	1723	1.29e-15	83.2
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	narna-levi-like_YP_009333164.1_Beihai_narna-like_virus_19	37.7	146	77	3	1346	1477	324	469	1.47e-15	82.8
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	narna-levi-like_YP_009336759.1_Hubei_narna-like_virus_12	36.2	141	84	2	1317	1451	309	449	1.49e-15	82.8
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	narna-levi-like_YP_009337619.1_Wenzhou_narna-like_virus_9	34.8	141	71	4	1346	1470	366	501	3.42e-15	81.6
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009333571.1_Beihai_sea_slater_virus_2	24.7	429	247	16	1905	2269	2030	2446	6.99e-15	80.9
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009333522.1_Beihai_shrimp_virus_2	23.3	472	285	20	1887	2292	1614	2074	1.16e-14	80.1
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	narna-levi-like_add_APG76981.1_Wenzhou_narna-like_virus_11	34.5	145	82	3	1346	1477	149	293	1.24e-14	79.3
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009336760.1_Changjiang_crawfish_virus_3	24.9	437	267	16	1887	2269	1070	1499	1.42e-14	79.7
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009336976.1_Wenzhou_picorna-like_virus_35	22.3	610	318	21	1840	2320	1438	2020	2.59e-14	79.0
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	narna-levi-like_YP_009337422.1_Wenzhou_shrimp_virus_10	29.1	172	104	4	1298	1451	143	314	9.40e-14	76.6
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Dicistroviridae_NP_647481.1_Cricket_paralysis_virus	24.4	394	239	15	1981	2318	1340	1730	1.26e-13	76.6
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	narna-levi-like_YP_009333147.1_Beihai_narna-like_virus_15	30.7	192	103	7	1311	1477	54	240	5.75e-13	73.9
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009333591.1_Beihai_picorna-like_virus_116	23.4	517	319	22	1887	2335	1583	2090	6.55e-13	74.3
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Polycipiviridae_YP_009330058.1_Hubei_picorna-like_virus_82	20.8	486	319	18	1877	2305	1702	2178	8.67e-13	73.9
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_YP_009137510_Sapovirus_Hu/Nagoya/NGY-1/2012/JPN	24.5	494	316	21	1839	2297	1171	1642	1.14e-12	73.6
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Caliciviridae_YP_006347580.1_Bat_sapovirus_TLC58_HK	27.9	233	154	6	2044	2264	1389	1619	1.49e-12	73.2
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009336998.1_Beihai_sphaeromadae_virus_1	23.6	533	304	22	1840	2293	1266	1774	2.64e-12	72.4
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like-NA_AWM99827.1_Antarctic_picorna-like_virus	23.8	601	351	29	1840	2345	1010	1598	3.11e-12	72.0
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009336619.1_Changjiang_picorna-like_virus_6	26.7	435	244	20	1972	2348	1191	1608	3.13e-12	72.0
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009337055.1_Hubei_picorna-like_virus_20	27.9	377	191	18	1963	2270	1145	1509	6.98e-12	70.9
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Caliciviridae_NP_051035.1_Porcine_enteric_sapovirus	25.4	453	286	19	1875	2297	1193	1623	9.74e-12	70.5
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Caliciviridae_YP_009272568.1_Bovine_calicivirus_strain_Kirklareli	25.0	460	303	22	1838	2265	1113	1562	1.27e-11	70.1
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_YP_009272568_Bovine_calicivirus_strain_Kirklareli	25.0	460	303	22	1838	2265	1113	1562	1.27e-11	70.1
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Caliciviridae_NP_786902.1_European_brown_hare_syndrome_virus	28.7	251	143	10	2044	2270	172	410	2.52e-11	68.2
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009336709.1_Wenling_crustacean_virus_5	23.9	435	253	18	1898	2268	1363	1783	2.77e-11	68.9
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009333579.1_Beihai_picorna-like_virus_106	31.6	174	97	7	1980	2134	1552	1722	2.96e-11	68.9
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Caliciviridae_YP_009361874.1_Hom-1_vesivirus	25.6	180	116	2	1307	1472	556	731	6.23e-11	67.8
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009336729.1_Changjiang_crawfish_virus_2	26.9	253	158	11	2043	2270	1318	1568	7.95e-11	67.4
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	astro-poty-like_YP_009373261.1_Longan_witches_broom-associated_virus	26.3	262	171	12	2044	2295	2458	2707	8.69e-11	67.4
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_YP_529550_Newbury_agent_1	25.5	467	282	22	1844	2265	1098	1543	1.09e-10	67.0
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NP_783196_Feline_calicivirus	23.6	470	293	20	1844	2264	1188	1640	2.36e-10	65.9
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Caliciviridae_NP_740332.1_Rabbit_hemorrhagic_disease_virus	27.9	244	148	10	2044	2267	172	407	3.01e-10	64.7
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Caliciviridae_YP_213937.1_Calicivirus_isolate_TCG	24.4	463	276	21	1844	2261	1098	1531	7.18e-10	64.3
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Secoviridae_YP_009175074.1_Bean_rugose_mosaic_virus	22.0	463	246	17	1848	2220	1104	1541	9.15e-10	63.9
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Caliciviridae_YP_002004564.1_Steller_sea_lion_vesivirus	28.9	142	96	2	1346	1486	579	716	9.17e-10	63.9
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Caliciviridae_YP_873922.1_Rabbit_vesivirus	29.9	127	85	1	1346	1472	580	702	2.05e-09	62.8
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NP_777370_Walrus_calicivirus	28.7	167	99	4	1321	1472	541	702	3.52e-09	62.0
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009342254.1_Wuhan_arthropod_virus_3	22.3	282	194	6	1207	1482	667	929	1.06e-08	60.5
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Caliciviridae_NP_663315.1_Calicivirus_strain_NB	24.7	466	287	22	1844	2265	1098	1543	1.38e-08	60.1
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_YP_022762_Sapovirus_Mc10	29.4	136	89	3	1341	1476	466	594	9.10e-08	57.4
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_NA_YP_009337170.1_Wenzhou_picorna-like_virus_45	29.3	133	85	5	1346	1471	541	671	1.79e-06	53.1
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	picorna-like_Secoviridae_YP_009508092.1_Artichoke_yellow_ringspot_virus	28.1	128	87	3	1338	1462	249	374	2.89e-06	52.4
Picornaviridae_Boosepivirus_boosepivirus_B2_VMR1011491_46	partiti-picobirna-like_QIC52832.1_Apple_partiti-like_virus_2	27.2	162	107	6	2110	2262	284	443	3.59e-06	51.6
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Picornaviridae_YP_009513028.1_Foot-and-mouth_disease_virus_-_type_O	81.8	2344	406	12	17	2351	1	2332	0.0	3731
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Picornaviridae_YP_009352243.1_Bovine_rhinovirus_1	44.7	2369	1087	38	43	2347	6	2215	0.0	1845
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Picornaviridae_YP_001686841.1_Bovine_rhinitis_B_virus	43.5	2396	1095	37	49	2345	41	2276	0.0	1843
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Picornaviridae_YP_009505600.1_Bovine_rhinitis_A_virus	44.6	2369	1090	38	43	2347	6	2215	0.0	1839
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Picornaviridae_YP_009513027.1_Equine_rhinitis_A_virus	37.0	2437	1198	54	33	2344	20	2243	0.0	1382
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Picornaviridae_ASH99046.1_Aimelvirus_1	30.4	2358	1244	69	218	2349	3	2188	6.16e-263	839
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Picornaviridae_YP_009389450.1_Aimelvirus_2	30.5	2367	1234	75	215	2349	18	2206	8.64e-261	833
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Picornaviridae_NP_056777.1_Encephalomyocarditis_virus	28.9	2485	1238	70	166	2343	24	2287	4.64e-250	806
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Picornaviridae_YP_002268402.1_Senecavirus_A	28.7	2300	1236	56	231	2343	94	2176	7.13e-228	743
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Picornaviridae_YP_009505602.1_Boone_cardiovirus_1	28.9	2377	1273	62	215	2345	96	2300	8.65e-228	745
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Picornaviridae_YP_009121743.1_African_bat_icavirus_PREDICT-06105	29.0	2348	1259	74	215	2343	88	2246	4.62e-227	742
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_YP_001210296_Saffold_virus	27.8	2488	1271	80	165	2345	25	2293	9.16e-226	739
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Picornaviridae_YP_002956072.1_Cosavirus_E	28.5	2312	1248	68	231	2349	14	2113	6.20e-225	733
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Picornaviridae_NP_040350.1_Theilovirus	27.9	2485	1276	75	167	2345	26	2300	8.83e-224	734
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Picornaviridae_NP_653077.1_Equine_rhinitis_B_virus_1	28.8	2497	1250	78	215	2327	219	2566	2.42e-220	729
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Picornaviridae_YP_009116874.1_Bovine_picornavirus	28.3	2412	1253	76	216	2345	2	2218	1.60e-219	720
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Picornaviridae_AJD39294.1_Bopivirus_A	28.3	2412	1253	76	216	2345	2	2218	1.60e-219	720
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Picornaviridae_YP_002956076.1_Cosavirus_D	28.2	2324	1245	68	231	2345	14	2122	2.60e-218	715
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Picornaviridae_YP_009026384.1_Mosavirus_A2	30.4	2275	1273	74	207	2343	444	2545	1.05e-217	721
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Picornaviridae_YP_002956075.1_Human_cosavirus_B	28.6	2328	1234	73	228	2345	11	2120	1.85e-214	704
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Picornaviridae_YP_009361830.1_Cosavirus_F	28.6	2325	1246	66	226	2345	9	2125	3.46e-213	701
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Picornaviridae_YP_002956074.1_Cosavirus_A	28.2	2312	1257	68	231	2345	14	2120	1.12e-208	688
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Amphibia_LPWG5926_Zhejiang_banded_bullfrog_picornavirus_7224bp	28.4	2346	1287	72	212	2345	206	2370	7.95e-206	684
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Amphibia_HKCCC24180_Hainan_black-spectacled_toad_picornavirus_7350bp	28.4	2338	1259	68	217	2326	227	2376	1.17e-205	684
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Picornaviridae_YP_009026376.1_Human_cosavirus	27.6	2315	1264	68	231	2345	14	2117	2.83e-205	678
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Picornaviridae_YP_009664724.1_Bat_picornavirus_BatPV_V1_13_Hun	29.2	2105	1134	65	434	2343	336	2279	6.12e-201	669
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Picornaviridae_YP_009112712.1_Cosavirus_JMY-2014	27.7	2315	1260	71	231	2345	14	2115	2.77e-199	661
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Picornaviridae_YP_009118270.1_Lesavirus_2	28.3	2286	1277	84	199	2329	105	2183	1.14e-185	624
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Picornaviridae_YP_009118269.1_Lesavirus_1	27.9	2287	1294	74	215	2339	129	2221	6.59e-177	599
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Picornaviridae_YP_006792625.1_Bovine_hungarovirus_1	27.6	2378	1261	87	215	2349	84	2243	3.49e-173	588
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like-Picornaviridae_QFX66142.1_Macaca_fascicularis_picornavirus	26.8	2293	1301	76	216	2343	2	2082	6.38e-171	579
Picornaviridae_Aphthovirus_foot-and-mouth_disease_virus_SAT2_VMR1011417_82	picorna-like_Picornaviridae_YP_009109563.1_Norway_rat_hunnivirus	27.4	2445	1308	94	161	2349	41	2273	5.76e-164	561
